Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
MTEL,Dayamitra Telekomunikasi Tbk.,2021-11-22,83515452844.0,Utama,Infrastructures,765,63889321425660.0,2021-11-22 09:00:00,2022-12-19 15:59:00,2021-11-22 09:00:00,2022-12-19 15:00:00,2021-11-22,2022-12-19
MTFN,Capitalinc Investment Tbk.,1990-04-16,31842082852.0,Pengembangan,Energy,50,1592104142600.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-16
MTLA,Metropolitan Land Tbk.,2011-06-20,7655126330.0,Utama,Properties & Real Estate,408,3123291542640.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-06-20,2022-12-19
MTMH,Murni Sadar Tbk.,2022-04-20,2068526950.0,Utama,Healthcare,1590,3288957850500.0,2022-04-20 09:00:00,2022-12-19 15:59:00,2022-04-20 09:00:00,2022-12-19 15:00:00,2022-04-20,2022-12-19
MTPS,Meta Epsi Tbk.,2019-04-10,2084850829.0,Pengembangan,Infrastructures,105,218909337045.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-04-10,2022-12-19
MTRA,Mitra Pemuda Tbk.,2016-02-10,770000000.0,Pengembangan,Infrastructures,244,187880000000.0,,,,,2016-02-10,2022-12-16
MTSM,Metro Realty Tbk.,1992-01-08,232848000.0,Pengembangan,Properties & Real Estate,172,40049856000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-16
MTWI,Malacca Trust Wuwungan Insuran,2017-10-12,1525819116.0,Pengembangan,Financials,121,184624113036.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-10-12,2022-12-19
MYOH,Samindo Resources Tbk.,2000-07-27,2206312500.0,Utama,Energy,1595,3519068437500.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MYOR,Mayora Indah Tbk.,1990-07-04,22358699725.0,Utama,Consumer Non-Cyclicals,2420,54108053334500.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MYRX,Hanson International Tbk.,1990-10-31,86703220792.0,Pengembangan,Properties & Real Estate,50,4335161039600.0,,,,,2001-04-16,2022-12-16
MYTX,Asia Pacific Investama Tbk.,1989-10-10,7747281949.0,Utama,Consumer Cyclicals,56,433847789144.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
NANO,Nanotech Indonesia Global Tbk.,2022-03-10,4285000000.0,Akselerasi,Consumer Non-Cyclicals,24,102840000000.0,2022-03-10 09:00:00,2022-12-19 15:59:00,2022-03-10 09:00:00,2022-12-19 15:00:00,2022-03-10,2022-12-19
NASA,Andalan Perkasa Abadi Tbk.,2017-08-07,11004929322.0,Pengembangan,Consumer Cyclicals,50,550246466100.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-08-07,2022-12-19
NASI,Wahana Inti Makmur Tbk.,2021-12-13,807400000.0,Pengembangan,Consumer Non-Cyclicals,108,87199200000.0,2021-12-13 09:00:00,2022-12-19 15:59:00,2021-12-13 09:00:00,2022-12-19 15:00:00,2021-12-13,2022-12-19
NATO,Surya Permata Andalan Tbk.,2019-01-18,8001111504.0,Pengembangan,Consumer Cyclicals,520,4160577982080.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-01-18,2022-12-19
NELY,Pelayaran Nelly Dwi Putri Tbk.,2012-10-11,2350000000.0,Pengembangan,Transportation & Logistic,296,695600000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-10-11,2022-12-19
NETV,Net Visi Media Tbk.,2022-01-26,23453177240.0,Pengembangan,Consumer Cyclicals,224,5253511701760.0,2022-01-26 09:00:00,2022-12-19 15:59:00,2022-01-26 09:00:00,2022-12-19 15:00:00,2022-01-26,2022-12-19
NFCX,NFC Indonesia Tbk.,2018-07-12,666667500.0,Pengembangan,Technology,8050,5366673375000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-07-12,2022-12-19
NICK,Charnic Capital Tbk.,2018-05-02,651150000.0,Pengembangan,Financials,175,113951250000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-05-02,2022-12-19
NICL,PAM Mineral Tbk.,2021-07-09,9662504494.0,Pengembangan,Basic Materials,144,1391400647136.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-07-09 09:00:00,2022-12-19 15:00:00,2021-07-09,2022-12-19
NIKL,Pelat Timah Nusantara Tbk.,2009-12-14,2523350000.0,Utama,Basic Materials,700,1766345000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2009-12-14,2022-12-19
NINE,Techno9 Indonesia Tbk.,2022-12-05 00:00:00,2157000000.0,Akselerasi,Technology,50,107850000000.0,2022-12-05 09:00:00,2022-12-19 15:59:00,2022-12-05 09:00:00,2022-12-19 15:00:00,2022-12-05,2022-12-19
NIPS,Nipress Tbk.,1991-07-24,1635333332.0,Pengembangan,Consumer Cyclicals,,,,,,,,
NIRO,City Retail Developments Tbk.,2012-09-13,22198871804.0,Pengembangan,Properties & Real Estate,149,3307631898796.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-09-13,2022-12-19
NISP,Bank OCBC NISP Tbk.,1994-10-20,22715776032.0,Utama,Financials,730,16582516503360.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
NOBU,Bank Nationalnobu Tbk.,2013-05-20,4556256627.0,Utama,Financials,550,2505941144850.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-05-20,2022-12-19
NPGF,Nusa Palapa Gemilang Tbk.,2021-04-14,3240235840.0,Utama,Basic Materials,50,162011792000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-04-14 09:00:00,2022-12-19 15:00:00,2021-04-14,2022-12-19
NRCA,Nusa Raya Cipta Tbk.,2013-06-27,2496258344.0,Utama,Infrastructures,304,758862536576.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-06-27,2022-12-19
NTBK,Nusatama Berkah Tbk.,2022-02-09,2700000000.0,Pengembangan,Industrials,50,135000000000.0,2022-02-09 09:00:00,2022-12-19 15:59:00,2022-02-09 09:00:00,2022-12-19 15:00:00,2022-02-09,2022-12-19
NUSA,Sinergi Megah Internusa Tbk.,2018-07-12,7700000148.0,Pengembangan,Consumer Cyclicals,50,385000007400.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-07-12,2022-12-16
NZIA,Nusantara Almazia Tbk.,2019-09-25,2197540705.0,Utama,Properties & Real Estate,216,474668792280.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-09-25,2022-12-19
OASA,Protech Mitra Perkasa Tbk.,2016-07-18,358600000.0,Pengembangan,Infrastructures,735,263571000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2016-07-18,2022-12-19
OBMD,OBM Drilchem Tbk.,2021-12-08,732000000.0,Pengembangan,Basic Materials,194,142008000000.0,2021-12-08 09:00:00,2022-12-19 15:59:00,2021-12-08 09:00:00,2022-12-19 15:00:00,2021-12-08,2022-12-19
OCAP,Onix Capital Tbk.,2003-10-10,273200000.0,Pengembangan,Financials,159,43438800000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2003-10-10,2022-12-16
OILS,Indo Oil Perkasa Tbk.,2021-09-06,454003386.0,Pengembangan,Consumer Non-Cyclicals,204,92616690744.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-09-06 09:00:00,2022-12-19 15:00:00,2021-09-06,2022-12-19
OKAS,Ancora Indonesia Resources Tbk,2006-03-29,1765927777.0,Pengembangan,Basic Materials,120,211911333240.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2006-03-29,2022-12-19
OLIV,Oscar Mitra Sukses Sejahtera T,2022-05-17,1900000000.0,Akselerasi,Consumer Cyclicals,26,49400000000.0,2022-05-23 09:00:00,2022-12-19 15:59:00,2022-05-23 09:00:00,2022-12-19 15:00:00,2022-05-23,2022-12-19
OMED,Jayamas Medica Industri Tbk.,2022-11-08 00:00:00,27058850000.0,Utama,Healthcare,220,5952947000000.0,2022-11-08 09:00:00,2022-12-19 15:59:00,2022-11-08 09:00:00,2022-12-19 15:00:00,2022-11-09,2022-12-19
OMRE,Indonesia Prima Property Tbk,1994-08-22,1745000000.0,Pengembangan,Properties & Real Estate,1365,2381925000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
OPMS,Optima Prima Metal Sinergi Tbk,2019-09-23,1000000000.0,Pengembangan,Basic Materials,90,90000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-09-23,2022-12-19
PADA,Personel Alih Daya Tbk.,2022-12-08 00:00:00,3150000000.0,Pengembangan,Industrials,104,327600000000.0,2022-12-08 09:00:00,2022-12-19 15:59:00,2022-12-08 09:00:00,2022-12-19 15:00:00,2022-12-08,2022-12-19
PADI,Minna Padi Investama Sekuritas,2012-01-09,11307246524.0,Utama,Financials,50,565362326200.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-01-09,2022-12-19
PALM,Provident Agro Tbk.,2012-10-08,7119540356.0,Pengembangan,Consumer Non-Cyclicals,670,4770092038520.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-10-08,2022-12-19
PAMG,Bima Sakti Pertiwi Tbk.,2019-07-05,3125000000.0,Utama,Properties & Real Estate,71,221875000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-07-05,2022-12-19
PANI,Pratama Abadi Nusa Industri Tb,2018-09-18,410000000.0,Pengembangan,Consumer Non-Cyclicals,980,401800000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-09-18,2022-12-19
PANR,Panorama Sentrawisata Tbk.,2001-09-18,1200000000.0,Utama,Consumer Cyclicals,362,434400000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-09-18,2022-12-19
PANS,Panin Sekuritas Tbk.,2000-05-31,720000000.0,Utama,Financials,1975,1422000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PBID,Panca Budi Idaman Tbk.,2017-12-13,1875000000.0,Utama,Basic Materials,1605,3009375000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-12-13,2022-12-19
PBRX,Pan Brothers Tbk.,1990-08-16,6478295611.0,Utama,Consumer Cyclicals,115,745003995265.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PBSA,Paramita Bangun Sarana Tbk.,2016-09-28,1500000000.0,Utama,Infrastructures,300,450000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2016-09-28,2022-12-19
PCAR,Prima Cakrawala Abadi Tbk.,2017-12-29,1166666700.0,Pengembangan,Consumer Non-Cyclicals,114,133000003800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-12-29,2022-12-19
PDES,Destinasi Tirta Nusantara Tbk,2008-07-08,715000000.0,Pengembangan,Consumer Cyclicals,308,220220000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2008-07-08,2022-12-19
PDPP,Primadaya Plastisindo Tbk.,2022-11-09 00:00:00,2500000000.0,Pengembangan,Basic Materials,200,500000000000.0,2022-11-09 09:00:00,2022-12-19 15:59:00,2022-11-09 09:00:00,2022-12-19 15:00:00,2022-11-10,2022-12-19
PEGE,Panca Global Kapital Tbk.,2005-06-24,2833417056.0,Pengembangan,Financials,464,1314705513984.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2005-06-24,2022-12-19
PEHA,Phapros Tbk.,2018-12-26,840000000.0,Utama,Healthcare,695,583800000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-12-26,2022-12-19
PGAS,Perusahaan Gas Negara Tbk.,2003-12-15,24241508196.0,Utama,Energy,1820,44119544916720.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2003-12-15,2022-12-19
PGJO,Tourindo Guide Indonesia Tbk.,2020-01-08,759859095.0,Akselerasi,Technology,79,60028868505.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2020-01-08,2022-12-19
PGLI,Pembangunan Graha Lestari Inda,2000-04-05,488000000.0,Pengembangan,Consumer Cyclicals,236,115168000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PGUN,Pradiksi Gunatama Tbk.,2020-07-07,4998360000.0,Utama,Consumer Non-Cyclicals,630,3148966800000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-07-07 09:00:00,2022-12-19 15:00:00,2020-07-07,2022-12-19
PICO,Pelangi Indah Canindo Tbk,1996-09-23,568375000.0,Pengembangan,Basic Materials,248,140957000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PJAA,Pembangunan Jaya Ancol Tbk.,2004-07-02,1599999996.0,Utama,Consumer Cyclicals,715,1143999997140.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2004-07-02,2022-12-19
PKPK,Perdana Karya Perkasa Tbk,2007-07-11,600000000.0,Pengembangan,Energy,242,145200000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2007-07-11,2022-12-19
PLAN,Planet Properindo Jaya Tbk.,2020-09-15,892863102.0,Akselerasi,Consumer Cyclicals,29,25893029958.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-09-15 09:00:00,2022-12-19 15:00:00,2020-09-15,2022-12-19
PLAS,Polaris Investama Tbk,2001-03-16,1184200000.0,Pengembangan,Financials,0,0.0,2021-11-01 09:00:00,2022-12-19 21:30:00,2020-04-16 09:00:00,2022-12-19 21:30:00,2001-04-16,2022-12-19
PLIN,Plaza Indonesia Realty Tbk.,1992-06-15,3550000000.0,Utama,Properties & Real Estate,2100,7455000000000.0,2021-12-27 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PMJS,Putra Mandiri Jembar Tbk.,2019-12-18,13755600000.0,Pengembangan,Consumer Cyclicals,160,2200896000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-12-18,2022-12-19
PMMP,Panca Mitra Multiperdana Tbk.,2020-12-18,2353000000.0,Utama,Consumer Non-Cyclicals,342,804726000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-12-18 09:00:00,2022-12-19 15:00:00,2020-12-18,2022-12-19
PNBN,Bank Pan Indonesia Tbk,1982-12-29,23837645998.0,Utama,Financials,1705,40643186426590.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PNBS,Bank Panin Dubai Syariah Tbk.,2014-01-15,38425504906.0,Utama,Financials,67,2574508828702.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-01-15,2022-12-19
PNGO,Pinago Utama Tbk.,2020-08-31,781250000.0,Pengembangan,Basic Materials,1295,1011718750000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-08-31 09:00:00,2022-12-19 15:00:00,2020-08-31,2022-12-16
PNIN,Paninvest Tbk.,1983-09-20,4068323920.0,Utama,Financials,1380,5614287009600.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PNLF,Panin Financial Tbk.,1983-06-14,32022073293.0,Utama,Financials,430,13769491515990.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PNSE,Pudjiadi & Sons Tbk.,1990-05-01,797813496.0,Pengembangan,Consumer Cyclicals,418,333486041328.0,2021-11-01 09:00:00,2022-12-02 15:59:00,2020-04-16 09:00:00,2022-12-02 16:00:00,2001-04-16,2022-12-16
POLA,Pool Advista Finance Tbk.,2018-11-16,2729385000.0,Pengembangan,Financials,90,245644650000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-11-16,2022-12-19
POLI,Pollux Hotels Group Tbk.,2019-01-10,2010526400.0,Pengembangan,Properties & Real Estate,900,1809473760000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-01-10,2022-12-19
POLL,Pollux Properties Indonesia Tb,2018-07-11,8318823600.0,Utama,Properties & Real Estate,188,1563938836800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-07-11,2022-12-19
POLU,Golden Flower Tbk.,2019-06-26,750000000.0,Pengembangan,Consumer Cyclicals,326,244500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-06-26,2022-12-19
POLY,Asia Pacific Fibers Tbk,1991-03-12,2495753334.0,Pengembangan,Consumer Cyclicals,56,139762186704.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
POOL,Pool Advista Indonesia Tbk.,1991-05-20,2341366264.0,Pengembangan,Financials,50,117068313200.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-12-16
PORT,Nusantara Pelabuhan Handal Tbk,2017-03-16,2813941985.0,Pengembangan,Infrastructures,920,2588826626200.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-03-16,2022-12-19
POSA,Bliss Properti Indonesia Tbk.,2019-05-10,8388870206.0,Pengembangan,Properties & Real Estate,50,419443510300.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2019-05-10,2022-12-16
POWR,Cikarang Listrindo Tbk.,2016-06-14,16087156000.0,Pengembangan,Infrastructures,660,10617522960000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2016-06-14,2022-12-19
PPGL,Prima Globalindo Logistik Tbk.,2020-07-20,750021441.0,Akselerasi,Transportation & Logistic,126,94502701566.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-07-20 09:00:00,2022-12-19 15:00:00,2020-07-20,2022-12-19
PPRE,PP Presisi Tbk.,2017-11-24,10224271000.0,Utama,Infrastructures,126,1288258146000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-11-24,2022-12-19
PPRO,PP Properti Tbk.,2015-05-19,61675671883.0,Utama,Properties & Real Estate,50,3083783594150.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2015-05-19,2022-12-19
PRAS,Prima Alloy Steel Universal Tb,1990-07-12,701043478.0,Utama,Consumer Cyclicals,153,107259652134.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PRAY,Famon Awal Bros Sedaya Tbk.,2022-11-08 00:00:00,13959422300.0,Utama,Healthcare,750,10469566725000.0,2022-11-08 09:00:00,2022-12-19 15:59:00,2022-11-08 09:00:00,2022-12-19 15:00:00,2022-11-09,2022-12-19
PRDA,Prodia Widyahusada Tbk.,2016-12-07,937500000.0,Utama,Healthcare,5850,5484375000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2016-12-07,2022-12-19
PRIM,Royal Prima Tbk.,2018-05-15,3393434905.0,Pengembangan,Healthcare,179,607424847995.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-05-15,2022-12-19
PSAB,J Resources Asia Pasifik Tbk.,2003-04-22,26460000000.0,Pengembangan,Basic Materials,108,2857680000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2003-04-22,2022-12-19
PSDN,Prasidha Aneka Niaga Tbk,1994-10-18,1440000000.0,Pengembangan,Consumer Non-Cyclicals,82,118080000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PSGO,Palma Serasih Tbk.,2019-11-25,18850000000.0,Pengembangan,Consumer Non-Cyclicals,146,2752100000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-11-25,2022-12-19
PSKT,Red Planet Indonesia Tbk.,1995-09-19,10351231636.0,Pengembangan,Consumer Cyclicals,67,693532519612.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PSSI,Pelita Samudera Shipping Tbk.,2017-12-05,5417063153.0,Utama,Energy,605,3277323207565.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-12-05,2022-12-19
PTBA,Bukit Asam Tbk.,2002-12-23,11520659250.0,Utama,Energy,3820,44008918335000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2002-12-23,2022-12-19
PTDU,Djasa Ubersakti Tbk.,2020-12-08,1500000000.0,Pengembangan,Infrastructures,56,84000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-12-08 09:00:00,2022-12-19 15:00:00,2020-12-08,2022-12-19
PTIS,Indo Straits Tbk.,2011-07-12,550165300.0,Utama,Energy,226,124337357800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-07-12,2022-12-19
PTPP,PP (Persero) Tbk.,2010-02-09,6199897354.0,Utama,Infrastructures,730,4525925068420.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-02-09,2022-12-19
PTPW,Pratama Widya Tbk.,2020-02-07,878187500.0,Pengembangan,Infrastructures,900,790368750000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2020-02-07,2022-12-19
PTRO,Petrosea Tbk.,1990-05-21,1008605000.0,Utama,Energy,3990,4024333950000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PTSN,Sat Nusapersada Tbk,2007-11-08,5314344000.0,Utama,Technology,190,1009725360000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2007-11-08,2022-12-19
PTSP,Pioneerindo Gourmet Internatio,1994-05-30,220808000.0,Pengembangan,Consumer Cyclicals,3480,768411840000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-16
PUDP,Pudjiadi Prestige Tbk.,1994-11-18,329560000.0,Utama,Properties & Real Estate,374,123255440000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PURA,Putra Rajawali Kencana Tbk.,2020-01-22,5946264082.0,Pengembangan,Transportation & Logistic,50,297313204100.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2020-01-22,2022-12-19
PURE,Trinitan Metals and Minerals T,2019-10-09,1375181505.0,Utama,Basic Materials,51,70134256755.0,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-29 16:00:00,2019-10-09,2022-12-16
PURI,Puri Global Sukses Tbk.,2020-09-08,1000000000.0,Pengembangan,Properties & Real Estate,230,230000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-09-08 09:00:00,2022-12-19 15:00:00,2020-09-08,2022-12-19
PWON,Pakuwon Jati Tbk.,1989-10-09,48159602400.0,Utama,Properties & Real Estate,444,21382863465600.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
PYFA,Pyridam Farma Tbk,2001-10-16,535080000.0,Pengembangan,Healthcare,915,489598200000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-10-16,2022-12-19
PZZA,Sarimelati Kencana Tbk.,2018-05-23,3021875000.0,Utama,Consumer Cyclicals,520,1571375000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-05-23,2022-12-19
RAFI,Sari Kreasi Boga Tbk.,2022-08-05,3128090000.0,Pengembangan,Consumer Cyclicals,165,516134850000.0,2022-08-05 09:00:00,2022-12-19 15:59:00,2022-08-05 09:00:00,2022-12-19 15:00:00,2022-08-05,2022-12-19
RAJA,Rukun Raharja Tbk.,2006-04-19,4227082500.0,Utama,Energy,950,4015728375000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2006-04-19,2022-12-19
RALS,Ramayana Lestari Sentosa Tbk.,1996-07-24,7096000000.0,Utama,Consumer Cyclicals,565,4009240000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2022-04-18,2022-12-19
RANC,Supra Boga Lestari Tbk.,2012-06-07,1564487500.0,Utama,Consumer Non-Cyclicals,795,1243767562500.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-06-07,2022-12-19
